"","X","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","spiyear.min","spispring.min","spisummer.min","spiyear.mean","spispring.mean","spisummer.mean"
"2032",2032,"hortulana",11586344,"IND",1951,8,28,"1951-08-28","Indiana","Sullivan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586344",-87.557228,39.186655,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.478220337828211,1.82379177849426,-4.94999980926514,-3.27084898948669,-3.11767768859863,-3.27084898948669,0.00011323788203299,0.000140857446240261,0.000140857446240261
"2033",2033,"hortulana",25286612,"NY",1928,4,6,"1928-04-06","Oklahoma","Sequoyah Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286612",-94.808843,35.456851,"geo_referenced","Y","N","Y",65,15,"","","","","SC","",0.207033891293962,1.96616610091588,-4.6100001335144,-2.6824324131012,-2.51543378829956,-2.6824324131012,0.000150603300426155,0.000122900048154406,0.000122900048154406
"2034",2034,"hortulana",11586349,"IND",1915,8,26,"1915-08-26","Indiana","Sullivan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586349",-87.554906,39.089354,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.478220337828211,1.82379177849426,-4.94999980926514,-3.27084898948669,-3.11767768859863,-3.27084898948669,0.00011323788203299,0.000140857446240261,0.000140857446240261
"2035",2035,"hortulana",13273946,"TENN",1978,4,15,"1978-04-15","Kentucky","mercer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273946",-84.87548633,37.81016981,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.192796611637508,1.7910102597308,-5,-2.70825099945068,-2.70825099945068,-2.42943596839905,4.4398690079106e-05,8.88153372216038e-05,8.88153372216038e-05
"2036",2036,"hortulana",25286608,"NY",1933,3,26,"1933-03-26","Texas","Travis Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286608",-97.995187,30.266912,"geo_referenced","Y","N","Y",65,10,"","","","","SC","",0.190423725330729,2.23770807222215,-6.01000022888184,-2.84332704544067,-2.84332704544067,-2.73487424850464,0.000613014737609774,0.000488890684209764,0.000488890684209764
"2037",2037,"hortulana",3848988,"APSC",1974,6,8,"1974-06-08","Tennessee","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848988",-87.3853334,36.4974526,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.113220341424695,1.61728530364697,-3.75,-2.29084205627441,-2.13371419906616,-2.29084205627441,-8.65231922944076e-05,-3.72771864931565e-05,-3.72771864931565e-05
"2038",2038,"hortulana",19212099,"UCHT",2004,8,8,"2004-08-08","Missouri","oregon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212099",-91.41720825,36.68441901,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0543220336470058,1.70766171444267,-3.27999997138977,-3.01371002197266,-3.01371002197266,-2.86231660842896,0.000143432480399497,0.000208382407436147,0.000208382407436147
"2039",2039,"hortulana",11586300,"IND",1952,5,18,"1952-05-18","Indiana","Jay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586300",-85.027828,40.511098,"geo_referenced","Y","N","Y",67,17,"","","","","SC","",0.342203394509852,1.51118742354975,-3.34999990463257,-2.93621754646301,-2.58886647224426,-2.93621754646301,9.18605219339952e-05,5.52617057110183e-05,5.52617057110183e-05
"2040",2040,"hortulana",13271231,"TENN",2000,8,19,"2000-08-19","Tennessee","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271231",-84.49765174,36.43053088,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0530508454194513,1.67417310173435,-3.70000004768372,-3.25811243057251,-2.90865802764893,-3.25811243057251,0.000176403686054982,0.00016466413217131,0.00016466413217131
"2041",2041,"hortulana",17615273,"APSC",1935,3,27,"1935-03-27","Kentucky","jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17615273",-85.66449659,38.18006673,"county_centroid","Y","N","Y",67,9,"","","Y","bbch values?","SC","",0.365254245872088,1.7292277532694,-5.1100001335144,-3.99726438522339,-3.28598618507385,-3.99726438522339,7.87840326665901e-05,5.72502613067627e-05,5.72502613067627e-05
"2042",2042,"hortulana",19701754,"CLEMS",1938,4,14,"1938-04-14","West Virginia","cabell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701754",-82.24029566,38.42975778,"county_centroid","N","N","N",NA,NA,"","","","","SC","",0.208728808909655,1.64417934493212,-4.15000009536743,-2.98242521286011,-2.98242521286011,-2.51850605010986,2.57035389950033e-05,0.000103443700936623,0.000103443700936623
"2043",2043,"hortulana",19212134,"UCHT",2004,8,8,"2004-08-08","Missouri","oregon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212134",-91.41720825,36.68441901,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0543220336470058,1.70766171444267,-3.27999997138977,-3.01371002197266,-3.01371002197266,-2.86231660842896,0.000143432480399497,0.000208382407436147,0.000208382407436147
"2044",2044,"hortulana",21168786,"UCHT",1984,4,17,"1984-04-17","Tennessee","hamilton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21168786",-85.17021823,35.17822485,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",-0.0143220371929771,1.75339644702289,-3.75,-2.72322964668274,-2.6486599445343,-2.72322964668274,7.54712891648524e-05,0.000108329077193048,0.000108329077193048
"2045",2045,"hortulana",12876951,"UARK",1983,4,7,"1983-04-07","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876951",-94.22168881,35.97609413,"county_centroid","Y","N","Y",65,9,"","","","","SC","",-0.0400847371478202,1.93825964106756,-4.42999982833862,-2.6824324131012,-2.51543378829956,-2.6824324131012,0.000150603300426155,0.000122900048154406,0.000122900048154406
"2046",2046,"hortulana",22620008,"KANU",1958,9,8,"1958-09-08","Kansas","Cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620008",-94.63967,37.05704,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.272542370941048,1.80278473681195,-5.1100001335144,-2.7769763469696,-2.74158716201782,-2.7769763469696,0.000375675095710903,0.000425907986937091,0.000425907986937091
"2047",2047,"hortulana",12876946,"UARK",1943,9,2,"1943-09-02","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876946",-94.22168881,35.97609413,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.0400847371478202,1.93825964106756,-4.42999982833862,-2.6824324131012,-2.51543378829956,-2.6824324131012,0.000150603300426155,0.000122900048154406,0.000122900048154406
"2048",2048,"hortulana",19212120,"UCHT",1956,4,22,"1956-04-22","Illinois","piatt","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212120",-88.59556484,40.00833894,"county_centroid","Y","N","Y",65,9,"","","","","SC","date",0.244067796158715,1.61522206234124,-3.83999991416931,-2.55368185043335,-2.48754167556763,-2.55368185043335,7.13932167855091e-05,9.74556460278109e-05,9.74556460278109e-05
"2049",2049,"hortulana",13939869,"COLO",1915,4,29,"1915-04-29","Illinois","macon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939869",-88.96284736,39.85896632,"county_centroid","Y","N","Y",65,17,"","","Y","double check year?","SC","date",0.223559322103984,1.69157819114742,-4.40999984741211,-3.63467812538147,-3.44140291213989,-3.63467812538147,0.000204105745069683,0.000217281791265123,0.000217281791265123
"2050",2050,"hortulana",6816169,"GMUF",1992,4,21,"1992-04-21","Virginia","culpeper","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816169",-77.95471798,38.49027232,"county_centroid","Y","N","Y",65,15,"","","","","SC","",0.0871186450723622,1.64064407121274,-3.5,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"2051",2051,"hortulana",6527157,"NY",1911,4,2,"1911-04-02","Missouri","Jasper Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6527157",-94.463004,37.146448,"geo_referenced","Y","N","Y",62,9,"","","","","SC","",0.213813557826235,1.70625591858095,-4.57000017166138,-2.7769763469696,-2.74158716201782,-2.7769763469696,0.000375675095710903,0.000425907986937091,0.000425907986937091
"2052",2052,"hortulana",7444213,"NCSC",1951,5,2,"1951-05-02","Illinois","tazewell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444213",-89.51309682,40.50820772,"county_centroid","Y","N","Y",65,15,"","","","","SC","date",0.300762715023327,1.78237388568412,-4.82999992370605,-2.89065742492676,-2.89065742492676,-2.31053972244263,-7.50386243453249e-05,4.67454947283841e-06,4.67454947283841e-06
"2053",2053,"hortulana",11586252,"IND",1951,8,29,"1951-08-29","Indiana","Gibson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586252",-87.690991,38.413137,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.319067800970022,1.69442120604702,-4.65999984741211,-3.800377368927,-3.800377368927,-3.6960232257843,0.000287100294372067,0.000381602818379179,0.000381602818379179
"2054",2054,"hortulana",21268889,"UAM",1964,8,10,"1964-08-10","Illinois","peoria","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268889",-89.7623937,40.78605253,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.300762715023327,1.78237388568412,-4.82999992370605,-2.89065742492676,-2.89065742492676,-2.31053972244263,-7.50386243453249e-05,4.67454947283841e-06,4.67454947283841e-06
"2055",2055,"hortulana",21204140,"EIU",1975,6,14,"1975-06-14","Illinois","madison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204140",-89.9057099,38.83112741,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.370593221337235,1.86494532571919,-4.65000009536743,-3.61596345901489,-3.61596345901489,-3.47906517982483,0.0002798113564495,0.000319191080052406,0.000319191080052406
"2056",2056,"hortulana",13271236,"TENN",1935,4,3,"1935-04-03","Tennessee","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271236",-83.83103997,36.283596,"county_centroid","Y","N","Y",65,9,"","","","","SC","date",0.0232203412737887,1.62313766971284,-3.50999999046326,-3.16996264457703,-2.71892786026001,-3.16996264457703,0.000114318005216774,9.38831508392468e-05,9.38831508392468e-05
"2057",2057,"hortulana",20277319,"CLEMS",1970,5,5,"1970-05-05","Pennsylvania","bedford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20277319",-78.48906393,40.0103279,"county_centroid","Y","N","Y",65,17,"","","","","SC","",0.0322881334192925,1.41609696535758,-3.75,-2.36029386520386,-2.19466876983643,-2.36029386520386,-0.000137591065140441,-0.000120024677016772,-0.000120024677016772
"2058",2058,"hortulana",13271225,"TENN",2001,4,12,"2001-04-12","Tennessee","giles","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271225",-87.02670454,35.21051646,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.129237288135593,1.70505691211104,-3.77999997138977,-2.40070605278015,-2.32940578460693,-2.40070605278015,-5.16663603775669e-05,-1.81827272172086e-05,-1.81827272172086e-05
"2059",2059,"hortulana",21186187,"ANHC",2005,8,10,"2005-08-10","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186187",-94.22168881,35.97609413,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.0400847371478202,1.93825964106756,-4.42999982833862,-2.6824324131012,-2.51543378829956,-2.6824324131012,0.000150603300426155,0.000122900048154406,0.000122900048154406
"2060",2060,"hortulana",14635352,"NBYC",1979,4,17,"1979-04-17","Virginia","fairfax","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635352",-77.28296302,38.83588696,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.0933050838914716,1.65085787347558,-3.85999989509583,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"2061",2061,"hortulana",13271232,"TENN",1955,4,8,"1955-04-08","Tennessee","unicoi","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271232",-82.44137505,36.10445931,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",-0.0267796560774668,1.58431785084985,-4.3600001335144,-2.96502542495728,-2.96502542495728,-2.52485704421997,8.07591732154833e-06,5.9754129324574e-05,5.9754129324574e-05
"2062",2062,"hortulana",21204153,"EIU",1980,8,15,"1980-08-15","Illinois","peoria","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204153",-89.7623937,40.78605253,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.300762715023327,1.78237388568412,-4.82999992370605,-2.89065742492676,-2.89065742492676,-2.31053972244263,-7.50386243453249e-05,4.67454947283841e-06,4.67454947283841e-06
"2063",2063,"hortulana",10258301,"CONV",1937,5,24,"1937-05-24","Tennessee","sevier","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258301",-83.52075356,35.78995684,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.0151694843513986,1.62490380479995,-4.23000001907349,-3.19181442260742,-2.97287106513977,-3.19181442260742,0.000261687382590026,0.000208109457162209,0.000208109457162209
"2064",2064,"hortulana",11586644,"IND",1947,3,27,"1947-03-27","Texas","Rockwall","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586644",-96.448022,32.938825,"geo_referenced","Y","N","Y",65,11,"","","","","SC","",0.28796610430325,1.80041047229123,-6.21999979019165,-2.92803835868835,-2.1938111782074,-2.92803835868835,0.000263452064245939,8.25611059553921e-05,8.25611059553921e-05
"2065",2065,"hortulana",11586297,"IND",1952,4,30,"1952-04-30","Indiana","Jay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586297",-85.027828,40.511098,"geo_referenced","Y","N","Y",65,11,"","","","","SC","",0.342203394509852,1.51118742354975,-3.34999990463257,-2.93621754646301,-2.58886647224426,-2.93621754646301,9.18605219339952e-05,5.52617057110183e-05,5.52617057110183e-05
"2066",2066,"hortulana",21371665,"DOV",1996,9,NA,"1996-09-00","Delaware","new castle","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371665",-75.65519125,39.58335752,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.0919491537704559,1.63068821937501,-4.3899998664856,-2.77268099784851,-2.70475220680237,-2.77268099784851,7.55034170651925e-06,3.95643946831115e-05,3.95643946831115e-05
"2067",2067,"hortulana",10258300,"CONV",NA,NA,NA,"","Tennessee","blount","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258300",-83.92277885,35.68911775,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.0151694843513986,1.62490380479995,-4.23000001907349,-3.19181442260742,-2.97287106513977,-3.19181442260742,0.000261687382590026,0.000208109457162209,0.000208109457162209
"2068",2068,"hortulana",6816171,"GMUF",1993,4,19,"1993-04-19","Virginia","caroline","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816171",-77.34893364,38.03106555,"county_centroid","Y","N","Y",65,15,"","","","","DB","",0.0366101682785962,1.66443656281935,-3.55999994277954,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"2069",2069,"hortulana",13271228,"TENN",2001,4,19,"2001-04-19","Tennessee","johnson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271228",-81.84376488,36.45815901,"county_centroid","Y","N","Y",67,17,"","","","","DB","date",-0.125932199801555,1.60841814745721,-4.03999996185303,-2.44685316085815,-2.43651938438416,-2.44685316085815,-1.37249735416844e-05,1.45600897667464e-05,1.45600897667464e-05
"2070",2070,"hortulana",11586293,"IND",1951,8,10,"1951-08-10","Indiana","Jay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586293",-85.027742,40.511229,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.342203394509852,1.51118742354975,-3.34999990463257,-2.93621754646301,-2.58886647224426,-2.93621754646301,9.18605219339952e-05,5.52617057110183e-05,5.52617057110183e-05
"2071",2071,"hortulana",6816174,"GMUF",1978,8,9,"1978-08-09","Virginia","fairfax","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174",-77.28296302,38.83588696,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.0933050838914716,1.65085787347558,-3.85999989509583,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"2072",2072,"hortulana",5733561,"LSU",1985,4,21,"1985-04-21","Missouri","audrain","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5733561",-91.8294885,39.21243428,"county_centroid","Y","N","Y",67,17,"","","","","DB","",0.271610172276022,1.79251337409446,-3.94000005722046,-2.5557758808136,-2.5557758808136,-2.48358583450317,-0.000383220380172133,-0.000209606834687293,-0.000209606834687293
"2073",2073,"hortulana",12876936,"UARK",1928,9,29,"1928-09-29","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876936",-94.358822,36.169246,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.0239830525213126,1.86532010405863,-4.59000015258789,-3.31783318519592,-3.31783318519592,-3.30772876739502,0.000247529591433704,0.000347050576237962,0.000347050576237962
"2074",2074,"hortulana",22620151,"KANU",1972,7,8,"1972-07-08","Kansas","Crawford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620151",-94.70496,37.454385,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.272542370941048,1.80278473681195,-5.1100001335144,-2.7769763469696,-2.74158716201782,-2.7769763469696,0.000375675095710903,0.000425907986937091,0.000425907986937091
"2075",2075,"hortulana",13273948,"TENN",1989,7,26,"1989-07-26","Missouri","pulaski","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273948",-92.20316979,37.82033466,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",0.186610166062364,1.78817924412072,-3.71000003814697,-3.31746292114258,-3.31746292114258,-2.65697979927063,0.000273152254521847,0.000436714879469946,0.000436714879469946
"2076",2076,"hortulana",13271226,"TENN",1934,4,8,"1934-04-08","Tennessee","grainger","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271226",-83.49578227,36.27457682,"county_centroid","Y","N","Y",65,15,"","","","","DB","date",0.0552542381525292,1.60278908068651,-4.1399998664856,-3.16996264457703,-2.71892786026001,-3.16996264457703,0.000114318005216774,9.38831508392468e-05,9.38831508392468e-05
"2077",2077,"hortulana",13271238,"TENN",2002,4,7,"2002-04-07","Tennessee","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271238",-82.49765663,36.29644946,"county_centroid","Y","N","Y",65,17,"","","","","DB","date",-0.0267796560774668,1.58431785084985,-4.3600001335144,-2.96502542495728,-2.96502542495728,-2.52485704421997,8.07591732154833e-06,5.9754129324574e-05,5.9754129324574e-05
"2078",2078,"hortulana",22619960,"KANU",1973,4,18,"1973-04-18","Kansas","Miami","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619960",-94.94653,38.46645,"geo_referenced","Y","N","Y",65,15,"","","","","DB","",0.277118643856276,1.86351983045829,-4.07000017166138,-2.59007501602173,-2.54884886741638,-2.59007501602173,2.36271389439935e-05,3.25203254760709e-05,3.25203254760709e-05
"2079",2079,"hortulana",7844192,"MUHW",1986,4,12,"1886-04-12","West Virginia","putnam","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7844192",-81.90183331,38.50829269,"county_centroid","Y","N","Y",65,9,"","","","","DB","date",0.20923728710514,1.68307622984835,-4.03999996185303,-2.67447233200073,-2.67447233200073,-2.59384655952454,5.79265797568951e-05,9.87193270702846e-05,9.87193270702846e-05
"2080",2080,"hortulana",19212125,"UCHT",2002,4,14,"2002-04-14","Tennessee","clay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212125",-85.53527027,36.55124999,"county_centroid","Y","N","Y",65,17,"","","","","DB","date",0.147627127388398,1.76655910050792,-4.86999988555908,-2.73229289054871,-2.6103253364563,-2.73229289054871,2.92028908006614e-05,4.7778168664081e-05,4.7778168664081e-05
"2081",2081,"hortulana",13271218,"TENN",2005,4,5,"2005-04-05","Tennessee","cheatham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271218",-87.09287087,36.26220127,"county_centroid","Y","N","Y",65,9,"","","","","DB","date",0.113220341424695,1.61728530364697,-3.75,-2.29084205627441,-2.13371419906616,-2.29084205627441,-8.65231922944076e-05,-3.72771864931565e-05,-3.72771864931565e-05
"2082",2082,"hortulana",6816172,"GMUF",1994,6,5,"1994-06-05","Virginia","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816172",-80.38792767,37.16766958,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.147372876183461,1.7191452956311,-3.64000010490417,-2.3776433467865,-2.3776433467865,-2.20496940612793,-0.000123908219393343,-6.69916771585122e-05,-6.69916771585122e-05
"2083",2083,"hortulana",11586339,"IND",1919,8,21,"1919-08-21","Indiana","Sullivan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586339",-87.579285,39.205924,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.478220337828211,1.82379177849426,-4.94999980926514,-3.27084898948669,-3.11767768859863,-3.27084898948669,0.00011323788203299,0.000140857446240261,0.000140857446240261
"2084",2084,"hortulana",11586245,"IND",1915,7,6,"1915-07-06","Indiana","Gibson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586245",-87.652406,38.305028,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.319067800970022,1.69442120604702,-4.65999984741211,-3.800377368927,-3.800377368927,-3.6960232257843,0.000287100294372067,0.000381602818379179,0.000381602818379179
"2085",2085,"hortulana",16080478,"FLAS",2012,7,22,"2012-07-22","Missouri","Boone","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080478",-92.3302833,39.0789,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.295508475626929,1.82603515900046,-3.83999991416931,-2.54018759727478,-2.54018759727478,-2.22089385986328,-0.000259134394582361,-7.90657213656232e-05,-7.90657213656232e-05
"2086",2086,"hortulana",7444088,"NCSC",NA,NA,NA,"","Tennessee","williamson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444088",-86.89387444,35.89765856,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.125338978512939,1.683321745829,-3.6800000667572,-2.78140640258789,-2.78140640258789,-2.5984034538269,4.08015439461451e-05,9.42641127039678e-05,9.42641127039678e-05
"2087",2087,"hortulana",15369864,"NCU",2002,7,3,"2002-07-03","Georgia","walker","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369864",-85.29841149,34.72315853,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.106016957058997,1.65473996034507,-3.84999990463257,-2.89903426170349,-2.89903426170349,-2.82841014862061,0.000172517728060484,0.000120649106975179,0.000120649106975179
"2088",2088,"hortulana",16080414,"FLAS",2012,6,23,"2012-06-23","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080414",-94.4660833,36.2103167,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.0239830525213126,1.86532010405863,-4.59000015258789,-3.31783318519592,-3.31783318519592,-3.30772876739502,0.000247529591433704,0.000347050576237962,0.000347050576237962
"2089",2089,"hortulana",7844194,"MUHW",1938,4,14,"1938-04-14","West Virginia","cabell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7844194",-82.24029566,38.42975778,"county_centroid","Y","N","Y",61,11,"","","","","DB","date",0.208728808909655,1.64417934493212,-4.15000009536743,-2.98242521286011,-2.98242521286011,-2.51850605010986,2.57035389950033e-05,0.000103443700936623,0.000103443700936623
"2090",2090,"hortulana",21204135,"EIU",2005,4,16,"2005-04-16","Illinois","Sangamon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204135",-89.437,39.7765,"geo_referenced","Y","N","Y",65,17,"","","","","DB","",0.257966103411074,1.76081932577988,-4.34999990463257,-3.23500394821167,-3.23500394821167,-3.0350329875946,5.52020101167727e-05,0.000127895167679526,0.000127895167679526
"2091",2091,"hortulana",21204154,"EIU",1977,4,16,"1977-04-16","Illinois","Greene","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204154",-90.5523,39.22811,"geo_referenced","Y","N","Y",67,17,"","","","","DB","",0.268305082758099,1.73489934551869,-4.28000020980835,-2.76798343658447,-2.76798343658447,-2.42302322387695,-0.000233400292927399,-7.77257155277766e-05,-7.77257155277766e-05
"2092",2092,"hortulana",22683364,"KANU",1909,4,5,"1909-04-05","Missouri","Jasper","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22683364",-94.46278,37.14639,"geo_referenced","Y","N","Y",65,11,"","","","","DB","",0.213813557826235,1.70625591858095,-4.57000017166138,-2.7769763469696,-2.74158716201782,-2.7769763469696,0.000375675095710903,0.000425907986937091,0.000425907986937091
"2093",2093,"hortulana",19212116,"UCHT",1954,4,7,"1954-04-07","Oklahoma","payne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212116",-96.97514782,36.06934581,"county_centroid","Y","N","Y",65,11,"","","","","DB","date",0.412203387499361,2.1253951499212,-5.75,-2.9826762676239,-2.56880259513855,-2.9826762676239,3.04460045299493e-05,8.82180302141933e-06,8.82180302141933e-06
"2094",2094,"hortulana",19212123,"UCHT",1958,4,12,"1958-04-12","Oklahoma","mayes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212123",-95.23772399,36.33374242,"county_centroid","Y","N","Y",65,7,"","","","","DB","date",0.257203384144705,1.93738166550073,-5.78000020980835,-3.02573585510254,-3.02573585510254,-2.96816110610962,0.000165221325005405,0.000199077781871893,0.000199077781871893
"2095",2095,"hortulana",16080431,"FLAS",2012,7,9,"2012-07-09","Massachusetts","suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080431",-71.1056226,42.30927517,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.12720338935506,1.70034932621033,-3.3199999332428,-2.96961712837219,-2.85545825958252,-2.96961712837219,0.000280292704701424,0.000284905632724985,0.000284905632724985
"2096",2096,"hortulana",16919773,"NCU",NA,NA,NA,"","Kentucky","calloway","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16919773",-88.27037413,36.62484397,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.278220333964011,1.82732659661697,-4.28000020980835,-2.41588687896729,-2.2849280834198,-2.41588687896729,-7.90689082350582e-05,-7.69505422795191e-05,-7.69505422795191e-05
"2097",2097,"hortulana",6816167,"GMUF",1978,6,7,"1978-06-07","Virginia","fairfax","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816167",-77.28296302,38.83588696,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.0933050838914716,1.65085787347558,-3.85999989509583,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"2098",2098,"hortulana",12876935,"UARK",1928,9,29,"1928-09-29","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876935",-94.358822,36.169246,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.0239830525213126,1.86532010405863,-4.59000015258789,-3.31783318519592,-3.31783318519592,-3.30772876739502,0.000247529591433704,0.000347050576237962,0.000347050576237962
"2099",2099,"hortulana",19212127,"UCHT",2002,4,7,"2002-04-07","Tennessee","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212127",-82.49765663,36.29644946,"county_centroid","Y","N","Y",65,15,"","","","","DB","date",-0.0267796560774668,1.58431785084985,-4.3600001335144,-2.96502542495728,-2.96502542495728,-2.52485704421997,8.07591732154833e-06,5.9754129324574e-05,5.9754129324574e-05
