"","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","eventDate2","eventDate3","doy","doy.cent","bbch.v.scale","bbch.short"
"734","nigra",4381470,"CHIC",2000,4,25,"2000-04-25","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381470",-87.82118018,41.84295948,"county_centroid","Y","N","Y",67,9,"Y","two collection dates","","","SC","","2000-4-25",2000-04-25,116,11.7561942517344,2,1
"735","nigra",5016293,"WIS",1969,5,10,"1969-05-10","Wisconsin","waukesha","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5016293",-88.30065305,43.01909719,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1969-5-10",1969-05-10,130,25.7561942517344,4,2
"736","nigra",5143116,"WIS",1976,5,16,"1976-05-16","Wisconsin","menominee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5143116",-88.70651728,45.0058129,"county_centroid","Y","N","N",65,0,"","","","","SC","","1976-5-16",1976-05-16,137,32.7561942517344,1,1
"737","nigra",24104284,"VT",1901,5,14,"1901-05-14","Vermont","Chittenden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24104284",-73.23124,44.48735,"geo_referenced","Y","N","Y",67,11,"","","","","SC","date","1901-5-14",1901-05-14,134,29.7561942517344,3,2
"738","nigra",4258270,"MOR",1989,5,15,"1989-05-15","Wisconsin","kenosha","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4258270",-88.04144085,42.58400045,"county_centroid","Y","N","Y",67,11,"","","","","SC","","1989-5-15",1989-05-15,135,30.7561942517344,3,2
"739","nigra",24097254,"VT",1985,5,17,"1985-05-17","Vermont","Orleans","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097254",-72.33797,44.73369,"geo_referenced","Y","N","Y",65,11,"","","","","SC","date","1985-5-17",1985-05-17,137,32.7561942517344,3,2
"740","nigra",15818185,"HUNT",1980,4,15,"","Indiana","huntington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818185",-85.50005744,40.83376959,"county_centroid","Y","N","Y",65,11,"","","Y","cant tell date","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"741","nigra",5184319,"WIS",1938,4,20,"1938-04-20","Wisconsin","milwaukee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5184319",-87.96416335,43.00774222,"county_centroid","Y","N","N",65,0,"","","","","SC","","1938-4-20",1938-04-20,110,5.75619425173439,1,1
"742","nigra",7460308,"EMC",1969,5,24,"1969-05-24","Ontario","Thunder Bay District","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460308",-89.533333,48.366667,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1969-5-24",1969-05-24,144,39.7561942517344,3,2
"743","nigra",4595042,"CMC",1963,5,1,"1963-05-01","Michigan","Montcalm","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595042",-84.894988,43.386323,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1963-5-1",1963-05-01,121,16.7561942517344,2,1
"744","nigra",11659109,"MUHW",1935,6,1,"1935-06-01","Minnesota","watonwan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659109",-94.6182518,43.98883438,"county_centroid","Y","N","Y",67,15,"","","","","SC","date","1935-6-1",1935-06-01,152,47.7561942517344,4,2
"745","nigra",5053198,"WIS",1956,5,26,"1956-05-26","Wisconsin","washburn","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5053198",-91.79416554,45.90235377,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1956-5-26",1956-05-26,147,42.7561942517344,4,2
"746","nigra",24095380,"VT",1879,9,11,"1879-09-11","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24095380",-73.23596,44.30894,"geo_referenced","Y","N","Y",65,11,"Y","two collection dates","","","SC","date","1879-9-11",1879-09-11,254,149.756194251734,3,2
"747","nigra",24106929,"VT",1980,4,15,"","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24106929",-72.94496,43.44037,"geo_referenced","Y","N","Y",67,11,"Y","two collection dates","","","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"748","nigra",6816198,"GMUF",1988,4,16,"1988-04-16","Virginia","fauquier","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198",-77.80897758,38.74023242,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1988-4-16",1988-04-16,107,2.75619425173439,4,2
"749","nigra",5734197,"LSU",1968,5,11,"1968-05-11","Wisconsin","taylor","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734197",-90.49278072,45.21524334,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1968-5-11",1968-05-11,132,27.7561942517344,3,2
"750","nigra",5125323,"WIS",1924,6,1,"1924-06-01","Wisconsin","sheboygan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5125323",-87.94039602,43.71968149,"county_centroid","Y","N","Y",65,9,"Y","two collection dates","","","SC","","1924-6-1",1924-06-01,153,48.7561942517344,2,1
"751","nigra",11586889,"IND",1916,4,30,"1916-04-30","Indiana","Blackford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586889",-85.2773,40.526715,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1916-4-30",1916-04-30,121,16.7561942517344,2,1
"752","nigra",5282568,"WIS",1943,5,30,"1943-05-30","Wisconsin","douglas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282568",-91.91977021,46.42630514,"county_centroid","Y","N","Y",65,15,"","","","","DB","","1943-5-30",1943-05-30,150,45.7561942517344,4,2
"753","nigra",5259171,"WIS",1968,4,21,"1968-04-21","Wisconsin","milwaukee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5259171",-87.96416335,43.00774222,"county_centroid","Y","N","N",65,0,"","","","","DB","","1968-4-21",1968-04-21,112,7.75619425173439,1,1
"754","nigra",20412858,"PH",1937,4,17,"1937-04-17","Maryland","Cecil","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412858",-76.162239,39.653705,"geo_referenced","Y","N","Y",65,9,"","","","","DB","","1937-4-17",1937-04-17,107,2.75619425173439,2,1
"755","nigra",24084956,"VT",1981,4,29,"1981-04-29","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084956",-73.31366,43.89454,"geo_referenced","Y","N","Y",65,7,"","","","","DB","date","1981-4-29",1981-04-29,119,14.7561942517344,2,1
"756","nigra",24122976,"VT",1891,5,5,"1891-05-05","Vermont","Chittenden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122976",-73.23124,44.48735,"geo_referenced","Y","N","Y",65,11,"","","","","DB","date","1891-5-5",1891-05-05,125,20.7561942517344,3,2
"757","nigra",4933644,"WIS",1977,4,18,"1977-04-18","Wisconsin","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4933644",-90.42680565,43.38185921,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1977-4-18",1977-04-18,108,3.75619425173439,3,2
"758","nigra",5266580,"WIS",1931,5,8,"1931-05-08","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5266580",-89.9457378,43.4276711,"county_centroid","Y","M","Y",67,11,"","","","","DB","","1931-5-8",1931-05-08,128,23.7561942517344,3,2
"759","nigra",5095346,"WIS",1963,5,11,"1963-05-11","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5095346",-89.9457378,43.4276711,"county_centroid","Y","N","N",65,0,"Y","two collection dates","","","SC","","1963-5-11",1963-05-11,131,26.7561942517344,1,1
"760","nigra",11586857,"IND",1952,5,3,"1952-05-03","Indiana","LaGrange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586857",-85.367503,41.550373,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1952-5-3",1952-05-03,124,19.7561942517344,3,2
"761","nigra",22988369,"ASU",1939,5,28,"1939-05-28","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988369",-89.9457378,43.4276711,"county_centroid","Y","N","Y",65,17,"","","","","SC","","1939-5-28",1939-05-28,148,43.7561942517344,5,3
"762","nigra",5275756,"WIS",1996,5,26,"1996-05-26","Wisconsin","ashland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5275756",-90.67539498,46.2673139,"county_centroid","Y","N","Y",65,17,"","","","","SC","","1996-5-26",1996-05-26,147,42.7561942517344,5,3
"763","nigra",4258122,"MOR",1989,5,1,"1989-05-01","Illinois","lake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4258122",-88.00674943,42.3310322,"county_centroid","Y","N","Y",65,9,"","","","","SC","","1989-5-1",1989-05-01,121,16.7561942517344,2,1
"764","nigra",5213981,"WIS",1991,5,9,"1991-05-09","Wisconsin","menominee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5213981",-88.70651728,45.0058129,"county_centroid","Y","N","Y",65,9,"","","","","SC","","1991-5-9",1991-05-09,129,24.7561942517344,2,1
"765","nigra",6816194,"GMUF",1991,4,20,"1991-04-20","Virginia","loudoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816194",-77.64881227,39.09417752,"county_centroid","Y","N","Y",65,10,"","","","","SC","","1991-4-20",1991-04-20,110,5.75619425173439,3,2
"766","nigra",11586765,"IND",1952,4,29,"1952-04-29","Indiana","Wells","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586765",-85.144858,40.74308,"geo_referenced","Y","N","Y",65,10,"","","","","SC","","1952-4-29",1952-04-29,120,15.7561942517344,3,2
"767","nigra",24060436,"VT",1919,5,10,"1919-05-10","Vermont","Rutland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060436",-73.12664,43.48474,"geo_referenced","Y","N","Y",65,10,"","","","","SC","","1919-5-10",1919-05-10,130,25.7561942517344,3,2
"768","nigra",5189211,"WIS",1973,5,9,"1973-05-09","Wisconsin","waukesha","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5189211",-88.30065305,43.01909719,"county_centroid","Y","N","N",65,0,"","","","","SC","","1973-5-9",1973-05-09,129,24.7561942517344,1,1
"769","nigra",4595044,"CMC",1906,5,24,"1906-05-24","Michigan","isabella","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595044",-84.84360938,43.64075933,"county_centroid","Y","N","Y",65,15,"Y","two collection dates","","","SC","","1906-5-24",1906-05-24,144,39.7561942517344,4,2
"770","nigra",4941368,"WIS",1898,5,16,"1898-05-16","Wisconsin","racine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4941368",-88.05642847,42.74889288,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1898-5-16",1898-05-16,136,31.7561942517344,4,2
"771","nigra",24095394,"VT",1980,4,15,"","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24095394",-72.94496,43.44037,"geo_referenced","Y","N","Y",67,11,"Y","two collection dates","","","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"772","nigra",3848959,"APSC",2002,5,29,"2002-05-29","Vermont","chittenden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848959",-73.09515603,44.46173383,"county_centroid","Y","N","Y",67,15,"Y","two collection dates","Y","actually 2 collection dates?","SC","","2002-5-29",2002-05-29,149,44.7561942517344,4,2
"773","nigra",13283222,"TENN",1959,4,8,"1959-04-08","Minnesota","chisago","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283222",-92.91865202,45.51134147,"county_centroid","Y","N","Y",65,15,"","","","","SC","date","1959-4-8",1959-04-08,98,-6.24380574826561,4,2
"774","nigra",15359628,"GSW",1978,5,28,"1978-05-28","Wisconsin","fond du lac","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15359628",-88.49308608,43.75436493,"county_centroid","Y","N","Y",67,17,"","","","","SC","date","1978-5-28",1978-05-28,148,43.7561942517344,5,3
"775","nigra",11586789,"IND",1915,4,25,"1915-04-25","Indiana","Wells","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586789",-85.165629,40.797276,"geo_referenced","Y","N","Y",65,10,"","","","","SC","","1915-4-25",1915-04-25,115,10.7561942517344,3,2
"776","nigra",24115332,"VT",1980,4,15,"","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24115332",-73.21948,44.55473,"geo_referenced","Y","N","Y",65,10,"","","","","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"777","nigra",11586970,"IND",1881,5,11,"1881-05-11","New York","Tompkins","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586970",-76.486479,42.429669,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1881-5-11",1881-05-11,131,26.7561942517344,4,2
"778","nigra",5061907,"WIS",1931,5,10,"1931-05-10","Wisconsin","vernon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5061907",-90.83504077,43.59520045,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1931-5-10",1931-05-10,130,25.7561942517344,4,2
"779","nigra",19451496,"UCHT",2002,5,29,"2002-05-29","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451496",-89.9457378,43.4276711,"county_centroid","Y","N","Y",67,19,"","","","","SC","date","2002-5-29",2002-05-29,149,44.7561942517344,6,4
"780","nigra",24114932,"VT",1980,4,15,"","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114932",-73.21948,44.55473,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"781","nigra",5017850,"WIS",1948,5,1,"1948-05-01","Wisconsin","outagamie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017850",-88.46358788,44.41664742,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1948-5-1",1948-05-01,122,17.7561942517344,3,2
"782","nigra",24111107,"VT",1984,5,17,"1984-05-17","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24111107",-72.74357,43.75701,"geo_referenced","Y","N","Y",65,9,"","","","","SC","date","1984-5-17",1984-05-17,138,33.7561942517344,2,1
"783","nigra",5175345,"WIS",1980,4,15,"","Wisconsin","milwaukee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175345",-87.96416335,43.00774222,"county_centroid","Y","N","Y",65,11,"Y","two collection dates","Y","unclear date","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"784","nigra",5121189,"WIS",1963,4,27,"1963-04-27","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5121189",-89.9457378,43.4276711,"county_centroid","Y","N","N",62,0,"Y","two collection dates","","","SC","","1963-4-27",1963-04-27,117,12.7561942517344,1,1
"785","nigra",4970712,"WIS",1962,5,10,"1962-05-10","Wisconsin","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970712",-90.42680565,43.38185921,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1962-5-10",1962-05-10,130,25.7561942517344,4,2
"786","nigra",11659106,"MUHW",1941,5,2,"1941-05-02","New Hampshire","cheshire","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659106",-72.25419366,42.92029356,"county_centroid","Y","N","Y",65,11,"Y","two collection dates","","","SC","date","1941-5-2",1941-05-02,122,17.7561942517344,3,2
"787","nigra",5242007,"WIS",1931,5,16,"1931-05-16","Wisconsin","ashland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5242007",-90.67539498,46.2673139,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1931-5-16",1931-05-16,136,31.7561942517344,4,2
"788","nigra",11586845,"IND",1952,5,3,"1952-05-03","Indiana","LaGrange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586845",-85.367503,41.550373,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1952-5-3",1952-05-03,124,19.7561942517344,3,2
"789","nigra",5036638,"WIS",1964,5,9,"1964-05-09","Wisconsin","sheboygan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5036638",-87.94039602,43.71968149,"county_centroid","Y","N","Y",65,10,"","","","","SC","","1964-5-9",1964-05-09,130,25.7561942517344,3,2
"790","nigra",12528889,"WCUH",1999,4,28,"1999-04-28","North Carolina","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12528889",-83.13992836,35.28356264,"county_centroid","Y","N","Y",65,15,"","","","","DB","","1999-4-28",1999-04-28,118,13.7561942517344,4,2
"791","nigra",4931145,"WIS",1889,5,4,"1889-05-04","Wisconsin","barron","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4931145",-91.85104436,45.43271641,"county_centroid","Y","N","Y",65,0,"","","","","DB","","1889-5-4",1889-05-04,124,19.7561942517344,1,1
"792","nigra",4982314,"WIS",1958,4,15,"","Wisconsin","taylor","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4982314",-90.49278072,45.21524334,"county_centroid","Y","N","Y",65,11,"Y","corrected date","","","DB","date","1958-4-15",1958-04-15,105,0.756194251734385,3,2
"793","nigra",4936503,"WIS",1953,5,12,"1953-05-12","Wisconsin","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4936503",-89.72905037,45.3424055,"county_centroid","Y","N","Y",63,10,"","","","","DB","","1953-5-12",1953-05-12,132,27.7561942517344,3,2
"794","nigra",4458104,"F",1908,5,2,"1908-05-02","Illinois","Cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458104",-87.765338,41.996976,"geo_referenced","Y","N","Y",62,11,"","","","","DB","","1908-5-2",1908-05-02,123,18.7561942517344,3,2
"795","nigra",24072091,"VT",1980,5,15,"1980-05-15","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24072091",-72.01151,44.45539,"geo_referenced","Y","N","Y",64,11,"","","","","DB","date","1980-5-15",1980-05-15,136,31.7561942517344,3,2
"796","nigra",4458097,"F",1900,5,17,"1900-05-17","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458097",-87.82118018,41.84295948,"county_centroid","Y","N","Y",65,17,"","","","","DB","","1900-5-17",1900-05-17,137,32.7561942517344,5,3
"797","nigra",4937442,"WIS",1960,5,21,"1960-05-21","Wisconsin","manitowoc","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937442",-87.81029862,44.11417987,"county_centroid","Y","N","Y",67,17,"","","","","DB","","1960-5-21",1960-05-21,142,37.7561942517344,5,3
"798","nigra",4381469,"CHIC",1998,4,30,"1998-04-30","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381469",-87.82118018,41.84295948,"county_centroid","Y","N","Y",65,15,"","","","","DB","","1998-4-30",1998-04-30,120,15.7561942517344,4,2
"799","nigra",4458106,"F",1954,4,24,"1954-04-24","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458106",-87.82118018,41.84295948,"county_centroid","Y","N","Y",64,0,"","","","","DB","","1954-4-24",1954-04-24,114,9.75619425173439,1,1
"800","nigra",7460309,"EMC",1969,5,7,"1969-05-07","Michigan","washtenaw","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460309",-83.83541145,42.26043778,"county_centroid","Y","N","Y",65,17,"","","","","DB","","1969-5-7",1969-05-07,127,22.7561942517344,5,3
"801","nigra",5248335,"WIS",1968,5,6,"1968-05-06","Wisconsin","sheboygan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5248335",-87.94039602,43.71968149,"county_centroid","Y","N","Y",65,10,"","","","","DB","","1968-5-6",1968-05-06,127,22.7561942517344,3,2
"802","nigra",5194439,"WIS",1930,5,9,"1930-05-09","Wisconsin","outagamie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5194439",-88.46358788,44.41664742,"county_centroid","Y","N","Y",64,15,"","","","","DB","","1930-5-9",1930-05-09,129,24.7561942517344,4,2
"803","nigra",5041114,"WIS",1927,5,8,"1927-05-08","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041114",-89.9457378,43.4276711,"county_centroid","Y","N","Y",67,15,"","","","","DB","","1927-5-8",1927-05-08,128,23.7561942517344,4,2
"804","nigra",5235289,"WIS",1969,5,11,"1969-05-11","Wisconsin","fond du lac","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5235289",-88.49308608,43.75436493,"county_centroid","Y","N","Y",65,9,"","","","","DB","","1969-5-11",1969-05-11,131,26.7561942517344,2,1
"805","nigra",15818187,"HUNT",1937,5,1,"1937-05-01","Indiana","huntington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818187",-85.50005744,40.83376959,"county_centroid","Y","N","Y",65,11,"","","","","DB","date","1937-5-1",1937-05-01,121,16.7561942517344,3,2
"806","nigra",5175405,"WIS",1961,5,13,"1961-05-13","Wisconsin","juneau","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175405",-90.10543403,43.92332357,"county_centroid","Y","N","Y",61,15,"","","","","DB","","1961-5-13",1961-05-13,133,28.7561942517344,4,2
"807","nigra",4458101,"F",1959,5,30,"1959-05-30","Illinois","Cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458101",-87.836468,41.944598,"geo_referenced","Y","N","Y",65,0,"","","","","DB","","1959-5-30",1959-05-30,150,45.7561942517344,1,1
"808","nigra",5093137,"WIS",1961,5,9,"1961-05-09","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5093137",-89.9457378,43.4276711,"county_centroid","Y","N","Y",65,9,"","","","","DB","","1961-5-9",1961-05-09,129,24.7561942517344,2,1
"809","nigra",5228549,"WIS",1994,5,17,"1994-05-17","Wisconsin","marquette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228549",-89.39315236,43.82004321,"county_centroid","Y","N","Y",65,17,"","","","","DB","","1994-5-17",1994-05-17,137,32.7561942517344,5,3
"810","nigra",5145189,"WIS",1972,5,14,"1972-05-14","Wisconsin","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145189",-90.42680565,43.38185921,"county_centroid","Y","N","Y",65,7,"Y","two sample dates","","","DB","","1972-5-14",1972-05-14,135,30.7561942517344,2,1
"811","nigra",4458098,"F",1887,5,7,"1887-05-07","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458098",-87.82118018,41.84295948,"county_centroid","Y","N","Y",65,15,"","","","","DB","","1887-5-7",1887-05-07,127,22.7561942517344,4,2
"812","nigra",13283223,"TENN",1910,5,13,"1910-05-13","New Hampshire","hillsborough","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283223",-71.71271034,42.91749106,"county_centroid","Y","N","Y",65,11,"","","","","DB","date","1910-5-13",1910-05-13,133,28.7561942517344,3,2
"813","nigra",24118893,"VT",1907,5,10,"1907-05-10","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24118893",-73.08017,43.79975,"geo_referenced","Y","N","Y",65,7,"","","","","DB","date","1907-5-10",1907-05-10,130,25.7561942517344,2,1
"814","nigra",4972455,"WIS",1924,6,1,"1924-06-01","Wisconsin","sheboygan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4972455",-87.94039602,43.71968149,"county_centroid","Y","N","Y",65,11,"Y","two sample dates","","","DB","date","1924-6-1",1924-06-01,153,48.7561942517344,3,2
"815","nigra",4458103,"F",1908,4,30,"1908-04-30","Illinois","Cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458103",-87.765338,41.996976,"geo_referenced","Y","N","Y",65,9,"","","","","DB","","1908-4-30",1908-04-30,121,16.7561942517344,2,1
"816","nigra",4249813,"MOR",1982,5,9,"1982-05-09","Illinois","cook","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4249813",-87.82118018,41.84295948,"county_centroid","Y","N","Y",67,17,"","","","","DB","","1982-5-9",1982-05-09,129,24.7561942517344,5,3
"817","nigra",7460306,"EMC",1975,5,21,"1975-05-21","Ontario","Thunder Bay District","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460306",-89.6,48.383333,"geo_referenced","Y","N","Y",65,15,"","","","","DB","","1975-5-21",1975-05-21,141,36.7561942517344,4,2
"818","nigra",5233481,"WIS",1962,5,3,"1962-05-03","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5233481",-89.9457378,43.4276711,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1962-5-3",1962-05-03,123,18.7561942517344,3,2
"819","nigra",4258186,"MOR",1989,5,15,"1989-05-15","Wisconsin","racine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4258186",-88.05642847,42.74889288,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1989-5-15",1989-05-15,135,30.7561942517344,3,2
"820","nigra",24071615,"VT",1879,5,13,"1879-05-13","Vermont","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24071615",-73.23596,44.30894,"geo_referenced","Y","N","Y",65,15,"Y","two collection dates","","","DB","date","1879-5-13",1879-05-13,133,28.7561942517344,4,2
"821","nigra",15477387,"BENN",1971,5,19,"1971-05-19","Vermont","Bennington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15477387",-73.2479,43.06228,"geo_referenced","Y","N","Y",65,11,"","","","","DB","","1971-5-19",1971-05-19,139,34.7561942517344,3,2
"822","nigra",5044596,"WIS",1963,4,27,"1963-04-27","Wisconsin","sauk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5044596",-89.9457378,43.4276711,"county_centroid","Y","N","Y",65,7,"","","","","DB","","1963-4-27",1963-04-27,117,12.7561942517344,2,1
"823","nigra",19998558,"NY",1914,5,16,"1914-05-16","New York","Saint Lawrence Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19998558",-75.169094,44.595616,"geo_referenced","Y","N","Y",65,15,"","","","","DB","","1914-5-16",1914-05-16,136,31.7561942517344,4,2
"824","nigra",21268909,"UAM",1953,5,3,"1953-05-03","Massachusetts","franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268909",-72.59140997,42.58310594,"county_centroid","Y","N","Y",67,17,"","","","","DB","","1953-5-3",1953-05-03,123,18.7561942517344,5,3
"825","nigra",5132928,"WIS",1931,5,9,"1931-05-09","Wisconsin","vernon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5132928",-90.83504077,43.59520045,"county_centroid","Y","N","Y",62,15,"","","","","DB","","1931-5-9",1931-05-09,129,24.7561942517344,4,2
"826","nigra",24113843,"VT",1915,6,15,"1915-05-00","Vermont","Rutland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24113843",-73.12664,43.48474,"geo_referenced","Y","N","Y",65,9,"","","","","DB","date","1915-6-15",1915-06-15,166,61.7561942517344,2,1
"827","nigra",5101567,"WIS",1994,5,10,"1994-05-10","Wisconsin","taylor","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101567",-90.49278072,45.21524334,"county_centroid","Y","N","Y",65,9,"","","","","DB","","1994-5-10",1994-05-10,130,25.7561942517344,2,1
"828","nigra",11586810,"IND",1912,4,24,"1912-04-24","Indiana","Marion","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586810",-86.058848,39.74996,"geo_referenced","Y","N","N",65,0,"","","","","DB","","1912-4-24",1912-04-24,115,10.7561942517344,1,1
"829","nigra",11586869,"IND",1952,5,3,"1952-05-03","Indiana","LaGrange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586869",-85.367503,41.550373,"geo_referenced","Y","N","Y",65,17,"","","","","DB","","1952-5-3",1952-05-03,124,19.7561942517344,5,3
"830","nigra",11586954,"IND",1933,5,13,"1933-05-13","Vermont","Grand Isle","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586954",-73.305786,44.633964,"geo_referenced","Y","N","Y",65,15,"","","","","DB","","1933-5-13",1933-05-13,133,28.7561942517344,4,2
